"stfips","areatype","area","areaname","periodyear","periodtype","period","Adjusted","Preliminary","benchmark",laborforce,emplab,unemp,unemprate
"06","01","000000","California","1990","01","00","Not adj","Not Prelim","2019",15138400,14264200,874300,5.8
"06","01","000000","California","1990","03","01","Not adj","Not Prelim","2019",14953900,14099700,854200,5.7
"06","01","000000","California","1990","03","01","Adj","Not Prelim","2019",15006700,14230600,776100,5.2
"06","01","000000","California","1990","03","02","Not adj","Not Prelim","2019",15049400,14206700,842800,5.6
"06","01","000000","California","1990","03","02","Adj","Not Prelim","2019",15108100,14324300,783800,5.2
"06","01","000000","California","1990","03","03","Not adj","Not Prelim","2019",15094700,14274300,820300,5.4
"06","01","000000","California","1990","03","03","Adj","Not Prelim","2019",15148900,14356000,792900,5.2
"06","01","000000","California","1990","03","04","Not adj","Not Prelim","2019",15087200,14265500,821700,5.4
"06","01","000000","California","1990","03","04","Adj","Not Prelim","2019",15165000,14359900,805100,5.3
"06","01","000000","California","1990","03","05","Not adj","Not Prelim","2019",15154700,14366300,788400,5.2
"06","01","000000","California","1990","03","05","Adj","Not Prelim","2019",15169200,14348400,820800,5.4
"06","01","000000","California","1990","03","06","Not adj","Not Prelim","2019",15216900,14412600,804300,5.3
"06","01","000000","California","1990","03","06","Adj","Not Prelim","2019",15165900,14325700,840200,5.5
"06","01","000000","California","1990","03","07","Not adj","Not Prelim","2019",15329500,14419200,910300,5.9
"06","01","000000","California","1990","03","07","Adj","Not Prelim","2019",15160400,14296000,864500,5.7
"06","01","000000","California","1990","03","08","Not adj","Not Prelim","2019",15270400,14394700,875700,5.7
"06","01","000000","California","1990","03","08","Adj","Not Prelim","2019",15155000,14261600,893400,5.9
"06","01","000000","California","1990","03","09","Not adj","Not Prelim","2019",15140200,14247900,892300,5.9
"06","01","000000","California","1990","03","09","Adj","Not Prelim","2019",15148100,14222000,926100,6.1
"06","01","000000","California","1990","03","10","Not adj","Not Prelim","2019",15155900,14254600,901300,5.9
"06","01","000000","California","1990","03","10","Adj","Not Prelim","2019",15139200,14176500,962700,6.4
"06","01","000000","California","1990","03","11","Not adj","Not Prelim","2019",15119200,14129200,990000,6.5
"06","01","000000","California","1990","03","11","Adj","Not Prelim","2019",15130000,14129300,1000700,6.6
"06","01","000000","California","1990","03","12","Not adj","Not Prelim","2019",15089000,14099000,989900,6.6
"06","01","000000","California","1990","03","12","Adj","Not Prelim","2019",15121700,14084500,1037200,6.9
"06","01","000000","California","1991","01","00","Not adj","Not Prelim","2019",15126500,13960000,1166500,7.7
"06","01","000000","California","1991","03","01","Not adj","Not Prelim","2019",15000000,13868400,1131600,7.5
"06","01","000000","California","1991","03","01","Adj","Not Prelim","2019",15115500,14042900,1072500,7.1
"06","01","000000","California","1991","03","02","Not adj","Not Prelim","2019",15063100,13868500,1194600,7.9
"06","01","000000","California","1991","03","02","Adj","Not Prelim","2019",15113700,14008200,1105500,7.3
"06","01","000000","California","1991","03","03","Not adj","Not Prelim","2019",15062500,13866200,1196300,7.9
"06","01","000000","California","1991","03","03","Adj","Not Prelim","2019",15113600,13980800,1132700,7.5
"06","01","000000","California","1991","03","04","Not adj","Not Prelim","2019",15067500,13945800,1121700,7.4
"06","01","000000","California","1991","03","04","Adj","Not Prelim","2019",15113100,13961200,1151900,7.6
"06","01","000000","California","1991","03","05","Not adj","Not Prelim","2019",15053300,13925100,1128200,7.5
"06","01","000000","California","1991","03","05","Adj","Not Prelim","2019",15112900,13949600,1163400,7.7
"06","01","000000","California","1991","03","06","Not adj","Not Prelim","2019",15197000,14025200,1171800,7.7
"06","01","000000","California","1991","03","06","Adj","Not Prelim","2019",15114200,13945600,1168600,7.7
"06","01","000000","California","1991","03","07","Not adj","Not Prelim","2019",15278700,14064600,1214000,7.9
"06","01","000000","California","1991","03","07","Adj","Not Prelim","2019",15116700,13946000,1170700,7.7
"06","01","000000","California","1991","03","08","Not adj","Not Prelim","2019",15203700,14056500,1147200,7.5
"06","01","000000","California","1991","03","08","Adj","Not Prelim","2019",15122200,13947700,1174500,7.8
"06","01","000000","California","1991","03","09","Not adj","Not Prelim","2019",15157200,14015700,1141600,7.5
"06","01","000000","California","1991","03","09","Adj","Not Prelim","2019",15133800,13948600,1185300,7.8
"06","01","000000","California","1991","03","10","Not adj","Not Prelim","2019",15171500,14023000,1148500,7.6
"06","01","000000","California","1991","03","10","Adj","Not Prelim","2019",15150600,13945400,1205100,8.0
"06","01","000000","California","1991","03","11","Not adj","Not Prelim","2019",15148200,13953700,1194500,7.9
"06","01","000000","California","1991","03","11","Adj","Not Prelim","2019",15169800,13937400,1232400,8.1
"06","01","000000","California","1991","03","12","Not adj","Not Prelim","2019",15115000,13907400,1207700,8.0
"06","01","000000","California","1991","03","12","Adj","Not Prelim","2019",15188600,13926000,1262600,8.3
"06","01","000000","California","1992","01","00","Not adj","Not Prelim","2019",15305000,13880900,1424100,9.3
"06","01","000000","California","1992","03","01","Not adj","Not Prelim","2019",15149600,13763000,1386600,9.2
"06","01","000000","California","1992","03","01","Adj","Not Prelim","2019",15207300,13915000,1292300,8.5
"06","01","000000","California","1992","03","02","Not adj","Not Prelim","2019",15196600,13761000,1435600,9.4
"06","01","000000","California","1992","03","02","Adj","Not Prelim","2019",15228200,13907100,1321100,8.7
"06","01","000000","California","1992","03","03","Not adj","Not Prelim","2019",15204100,13811000,1393200,9.2
"06","01","000000","California","1992","03","03","Adj","Not Prelim","2019",15254200,13905300,1348900,8.8
"06","01","000000","California","1992","03","04","Not adj","Not Prelim","2019",15181300,13860800,1320500,8.7
"06","01","000000","California","1992","03","04","Adj","Not Prelim","2019",15285000,13908300,1376600,9.0
"06","01","000000","California","1992","03","05","Not adj","Not Prelim","2019",15239400,13906000,1333400,8.7
"06","01","000000","California","1992","03","05","Adj","Not Prelim","2019",15313600,13910100,1403500,9.2
"06","01","000000","California","1992","03","06","Not adj","Not Prelim","2019",15430900,13966000,1464900,9.5
"06","01","000000","California","1992","03","06","Adj","Not Prelim","2019",15334800,13906400,1428400,9.3
"06","01","000000","California","1992","03","07","Not adj","Not Prelim","2019",15538400,14033200,1505300,9.7
"06","01","000000","California","1992","03","07","Adj","Not Prelim","2019",15347600,13896000,1451700,9.5
"06","01","000000","California","1992","03","08","Not adj","Not Prelim","2019",15474900,14023600,1451300,9.4
"06","01","000000","California","1992","03","08","Adj","Not Prelim","2019",15351300,13879800,1471500,9.6
"06","01","000000","California","1992","03","09","Not adj","Not Prelim","2019",15344700,13891400,1453300,9.5
"06","01","000000","California","1992","03","09","Adj","Not Prelim","2019",15346200,13860300,1485800,9.7
"06","01","000000","California","1992","03","10","Not adj","Not Prelim","2019",15294600,13885200,1409400,9.2
"06","01","000000","California","1992","03","10","Adj","Not Prelim","2019",15335500,13841900,1493600,9.7
"06","01","000000","California","1992","03","11","Not adj","Not Prelim","2019",15323700,13841000,1482700,9.7
"06","01","000000","California","1992","03","11","Adj","Not Prelim","2019",15321100,13824800,1496300,9.8
"06","01","000000","California","1992","03","12","Not adj","Not Prelim","2019",15281700,13829200,1452500,9.5
"06","01","000000","California","1992","03","12","Adj","Not Prelim","2019",15305000,13809900,1495100,9.8
"06","01","000000","California","1993","01","00","Not adj","Not Prelim","2019",15261200,13817000,1444200,9.5
"06","01","000000","California","1993","03","01","Not adj","Not Prelim","2019",15210600,13637600,1573000,10.3
"06","01","000000","California","1993","03","01","Adj","Not Prelim","2019",15289400,13799800,1489600,9.7
"06","01","000000","California","1993","03","02","Not adj","Not Prelim","2019",15261500,13686300,1575100,10.3
"06","01","000000","California","1993","03","02","Adj","Not Prelim","2019",15275600,13794900,1480700,9.7
"06","01","000000","California","1993","03","03","Not adj","Not Prelim","2019",15206200,13700500,1505700,9.9
"06","01","000000","California","1993","03","03","Adj","Not Prelim","2019",15266700,13796000,1470700,9.6
"06","01","000000","California","1993","03","04","Not adj","Not Prelim","2019",15129500,13697700,1431700,9.5
"06","01","000000","California","1993","03","04","Adj","Not Prelim","2019",15262900,13802800,1460200,9.6
"06","01","000000","California","1993","03","05","Not adj","Not Prelim","2019",15219700,13831300,1388400,9.1
"06","01","000000","California","1993","03","05","Adj","Not Prelim","2019",15263800,13812100,1451700,9.5
"06","01","000000","California","1993","03","06","Not adj","Not Prelim","2019",15348400,13888600,1459800,9.5
"06","01","000000","California","1993","03","06","Adj","Not Prelim","2019",15267100,13820000,1447000,9.5
"06","01","000000","California","1993","03","07","Not adj","Not Prelim","2019",15440800,13943100,1497700,9.7
"06","01","000000","California","1993","03","07","Adj","Not Prelim","2019",15266400,13823800,1442700,9.5
"06","01","000000","California","1993","03","08","Not adj","Not Prelim","2019",15391900,13977900,1414000,9.2
"06","01","000000","California","1993","03","08","Adj","Not Prelim","2019",15260900,13823900,1437000,9.4
"06","01","000000","California","1993","03","09","Not adj","Not Prelim","2019",15214900,13831900,1383100,9.1
"06","01","000000","California","1993","03","09","Adj","Not Prelim","2019",15254800,13824400,1430400,9.4
"06","01","000000","California","1993","03","10","Not adj","Not Prelim","2019",15273800,13872100,1401800,9.2
"06","01","000000","California","1993","03","10","Adj","Not Prelim","2019",15251900,13828400,1423500,9.3
"06","01","000000","California","1993","03","11","Not adj","Not Prelim","2019",15236700,13857400,1379300,9.1
"06","01","000000","California","1993","03","11","Adj","Not Prelim","2019",15255300,13837200,1418200,9.3
"06","01","000000","California","1993","03","12","Not adj","Not Prelim","2019",15200500,13880000,1320500,8.7
"06","01","000000","California","1993","03","12","Adj","Not Prelim","2019",15265200,13851800,1413400,9.3
"06","01","000000","California","1994","01","00","Not adj","Not Prelim","2019",15256500,13944700,1311800,8.6
"06","01","000000","California","1994","03","01","Not adj","Not Prelim","2019",15237700,13722100,1515600,9.9
"06","01","000000","California","1994","03","01","Adj","Not Prelim","2019",15276300,13870200,1406100,9.2
"06","01","000000","California","1994","03","02","Not adj","Not Prelim","2019",15276800,13791200,1485600,9.7
"06","01","000000","California","1994","03","02","Adj","Not Prelim","2019",15281300,13887500,1393900,9.1
"06","01","000000","California","1994","03","03","Not adj","Not Prelim","2019",15218900,13784500,1434400,9.4
"06","01","000000","California","1994","03","03","Adj","Not Prelim","2019",15276700,13899000,1377700,9.0
"06","01","000000","California","1994","03","04","Not adj","Not Prelim","2019",15178800,13828200,1350600,8.9
"06","01","000000","California","1994","03","04","Adj","Not Prelim","2019",15264400,13904700,1359600,8.9
"06","01","000000","California","1994","03","05","Not adj","Not Prelim","2019",15208900,13960700,1248200,8.2
"06","01","000000","California","1994","03","05","Adj","Not Prelim","2019",15250300,13909400,1340900,8.8
"06","01","000000","California","1994","03","06","Not adj","Not Prelim","2019",15262200,13954200,1308100,8.6
"06","01","000000","California","1994","03","06","Adj","Not Prelim","2019",15240000,13917400,1322600,8.7
"06","01","000000","California","1994","03","07","Not adj","Not Prelim","2019",15356600,13993100,1363500,8.9
"06","01","000000","California","1994","03","07","Adj","Not Prelim","2019",15237200,13931600,1305600,8.6
"06","01","000000","California","1994","03","08","Not adj","Not Prelim","2019",15364900,14067000,1297800,8.4
"06","01","000000","California","1994","03","08","Adj","Not Prelim","2019",15240400,13951800,1288600,8.5
"06","01","000000","California","1994","03","09","Not adj","Not Prelim","2019",15239000,14005800,1233200,8.1
"06","01","000000","California","1994","03","09","Adj","Not Prelim","2019",15244900,13975700,1269100,8.3
"06","01","000000","California","1994","03","10","Not adj","Not Prelim","2019",15294700,14086400,1208300,7.9
"06","01","000000","California","1994","03","10","Adj","Not Prelim","2019",15245700,14001200,1244500,8.2
"06","01","000000","California","1994","03","11","Not adj","Not Prelim","2019",15257700,14071700,1186100,7.8
"06","01","000000","California","1994","03","11","Adj","Not Prelim","2019",15243000,14026000,1217000,8.0
"06","01","000000","California","1994","03","12","Not adj","Not Prelim","2019",15182100,14072000,1110100,7.3
"06","01","000000","California","1994","03","12","Adj","Not Prelim","2019",15237100,14043700,1193500,7.8
"06","01","000000","California","1995","01","00","Not adj","Not Prelim","2019",15246000,14048200,1197800,7.9
"06","01","000000","California","1995","03","01","Not adj","Not Prelim","2019",15161400,13867200,1294200,8.5
"06","01","000000","California","1995","03","01","Adj","Not Prelim","2019",15228800,14049000,1179800,7.7
"06","01","000000","California","1995","03","02","Not adj","Not Prelim","2019",15177200,13954400,1222800,8.1
"06","01","000000","California","1995","03","02","Adj","Not Prelim","2019",15221700,14044500,1177300,7.7
"06","01","000000","California","1995","03","03","Not adj","Not Prelim","2019",15174200,13966900,1207300,8.0
"06","01","000000","California","1995","03","03","Adj","Not Prelim","2019",15218200,14034500,1183700,7.8
"06","01","000000","California","1995","03","04","Not adj","Not Prelim","2019",15188300,13971500,1216800,8.0
"06","01","000000","California","1995","03","04","Adj","Not Prelim","2019",15218100,14023200,1194900,7.9
"06","01","000000","California","1995","03","05","Not adj","Not Prelim","2019",15139500,13993200,1146300,7.6
"06","01","000000","California","1995","03","05","Adj","Not Prelim","2019",15222600,14016900,1205800,7.9
"06","01","000000","California","1995","03","06","Not adj","Not Prelim","2019",15231300,14037700,1193500,7.8
"06","01","000000","California","1995","03","06","Adj","Not Prelim","2019",15232300,14019700,1212700,8.0
"06","01","000000","California","1995","03","07","Not adj","Not Prelim","2019",15398500,14120700,1277800,8.3
"06","01","000000","California","1995","03","07","Adj","Not Prelim","2019",15246000,14031600,1214400,8.0
"06","01","000000","California","1995","03","08","Not adj","Not Prelim","2019",15345100,14146600,1198400,7.8
"06","01","000000","California","1995","03","08","Adj","Not Prelim","2019",15259700,14048400,1211300,7.9
"06","01","000000","California","1995","03","09","Not adj","Not Prelim","2019",15277600,14104700,1172900,7.7
"06","01","000000","California","1995","03","09","Adj","Not Prelim","2019",15270500,14064900,1205700,7.9
"06","01","000000","California","1995","03","10","Not adj","Not Prelim","2019",15338000,14189500,1148500,7.5
"06","01","000000","California","1995","03","10","Adj","Not Prelim","2019",15277900,14077500,1200400,7.9
"06","01","000000","California","1995","03","11","Not adj","Not Prelim","2019",15309800,14128600,1181200,7.7
"06","01","000000","California","1995","03","11","Adj","Not Prelim","2019",15280800,14085600,1195200,7.8
"06","01","000000","California","1995","03","12","Not adj","Not Prelim","2019",15211300,14097500,1113700,7.3
"06","01","000000","California","1995","03","12","Adj","Not Prelim","2019",15281300,14091700,1189500,7.8
"06","01","000000","California","1996","01","00","Not adj","Not Prelim","2019",15422600,14300400,1122200,7.3
"06","01","000000","California","1996","03","01","Not adj","Not Prelim","2019",15204100,13910200,1293800,8.5
"06","01","000000","California","1996","03","01","Adj","Not Prelim","2019",15284700,14101400,1183400,7.7
"06","01","000000","California","1996","03","02","Not adj","Not Prelim","2019",15268600,14037700,1230900,8.1
"06","01","000000","California","1996","03","02","Adj","Not Prelim","2019",15294900,14118400,1176500,7.7
"06","01","000000","California","1996","03","03","Not adj","Not Prelim","2019",15307300,14089800,1217500,8.0
"06","01","000000","California","1996","03","03","Adj","Not Prelim","2019",15312800,14145000,1167800,7.6
"06","01","000000","California","1996","03","04","Not adj","Not Prelim","2019",15251400,14109500,1141800,7.5
"06","01","000000","California","1996","03","04","Adj","Not Prelim","2019",15336900,14181400,1155500,7.5
"06","01","000000","California","1996","03","05","Not adj","Not Prelim","2019",15317500,14227500,1090000,7.1
"06","01","000000","California","1996","03","05","Adj","Not Prelim","2019",15364400,14225100,1139200,7.4
"06","01","000000","California","1996","03","06","Not adj","Not Prelim","2019",15388900,14303500,1085400,7.1
"06","01","000000","California","1996","03","06","Adj","Not Prelim","2019",15394100,14273300,1120800,7.3
"06","01","000000","California","1996","03","07","Not adj","Not Prelim","2019",15585300,14397900,1187400,7.6
"06","01","000000","California","1996","03","07","Adj","Not Prelim","2019",15426900,14323700,1103200,7.2
"06","01","000000","California","1996","03","08","Not adj","Not Prelim","2019",15514500,14459600,1054900,6.8
"06","01","000000","California","1996","03","08","Adj","Not Prelim","2019",15463500,14373800,1089700,7.0
"06","01","000000","California","1996","03","09","Not adj","Not Prelim","2019",15491100,14454100,1037000,6.7
"06","01","000000","California","1996","03","09","Adj","Not Prelim","2019",15500600,14418900,1081800,7.0
"06","01","000000","California","1996","03","10","Not adj","Not Prelim","2019",15587600,14553100,1034500,6.6
"06","01","000000","California","1996","03","10","Adj","Not Prelim","2019",15535100,14455800,1079200,6.9
"06","01","000000","California","1996","03","11","Not adj","Not Prelim","2019",15599300,14523800,1075600,6.9
"06","01","000000","California","1996","03","11","Adj","Not Prelim","2019",15566100,14487000,1079100,6.9
"06","01","000000","California","1996","03","12","Not adj","Not Prelim","2019",15555900,14538600,1017200,6.5
"06","01","000000","California","1996","03","12","Adj","Not Prelim","2019",15594300,14517800,1076500,6.9
"06","01","000000","California","1997","01","00","Not adj","Not Prelim","2019",15790100,14784600,1005400,6.4
"06","01","000000","California","1997","03","01","Not adj","Not Prelim","2019",15560400,14387900,1172500,7.5
"06","01","000000","California","1997","03","01","Adj","Not Prelim","2019",15620900,14551600,1069300,6.8
"06","01","000000","California","1997","03","02","Not adj","Not Prelim","2019",15591500,14476400,1115100,7.2
"06","01","000000","California","1997","03","02","Adj","Not Prelim","2019",15647200,14590200,1057000,6.8
"06","01","000000","California","1997","03","03","Not adj","Not Prelim","2019",15692800,14594400,1098400,7.0
"06","01","000000","California","1997","03","03","Adj","Not Prelim","2019",15675200,14635100,1040100,6.6
"06","01","000000","California","1997","03","04","Not adj","Not Prelim","2019",15636400,14642500,993900,6.4
"06","01","000000","California","1997","03","04","Adj","Not Prelim","2019",15708000,14684500,1023500,6.5
"06","01","000000","California","1997","03","05","Not adj","Not Prelim","2019",15686200,14755700,930500,5.9
"06","01","000000","California","1997","03","05","Adj","Not Prelim","2019",15743500,14733400,1010100,6.4
"06","01","000000","California","1997","03","06","Not adj","Not Prelim","2019",15784000,14786900,997100,6.3
"06","01","000000","California","1997","03","06","Adj","Not Prelim","2019",15778100,14778300,999800,6.3
"06","01","000000","California","1997","03","07","Not adj","Not Prelim","2019",15926000,14889100,1036900,6.5
"06","01","000000","California","1997","03","07","Adj","Not Prelim","2019",15810800,14819500,991300,6.3
"06","01","000000","California","1997","03","08","Not adj","Not Prelim","2019",15921600,14943900,977700,6.1
"06","01","000000","California","1997","03","08","Adj","Not Prelim","2019",15842500,14858000,984500,6.2
"06","01","000000","California","1997","03","09","Not adj","Not Prelim","2019",15868600,14905600,963000,6.1
"06","01","000000","California","1997","03","09","Adj","Not Prelim","2019",15873600,14895800,977800,6.2
"06","01","000000","California","1997","03","10","Not adj","Not Prelim","2019",15910500,14980400,930100,5.8
"06","01","000000","California","1997","03","10","Adj","Not Prelim","2019",15904900,14932700,972200,6.1
"06","01","000000","California","1997","03","11","Not adj","Not Prelim","2019",15945800,15014700,931100,5.8
"06","01","000000","California","1997","03","11","Adj","Not Prelim","2019",15935200,14967000,968200,6.1
"06","01","000000","California","1997","03","12","Not adj","Not Prelim","2019",15957100,15038100,919100,5.8
"06","01","000000","California","1997","03","12","Adj","Not Prelim","2019",15964700,14999300,965400,6.0
"06","01","000000","California","1998","01","00","Not adj","Not Prelim","2019",16144600,15184500,960100,5.9
"06","01","000000","California","1998","03","01","Not adj","Not Prelim","2019",15942300,14891600,1050700,6.6
"06","01","000000","California","1998","03","01","Adj","Not Prelim","2019",15993600,15030500,963100,6.0
"06","01","000000","California","1998","03","02","Not adj","Not Prelim","2019",15996800,14982200,1014600,6.3
"06","01","000000","California","1998","03","02","Adj","Not Prelim","2019",16022300,15061000,961200,6.0
"06","01","000000","California","1998","03","03","Not adj","Not Prelim","2019",16077600,15029600,1048000,6.5
"06","01","000000","California","1998","03","03","Adj","Not Prelim","2019",16049700,15089700,960000,6.0
"06","01","000000","California","1998","03","04","Not adj","Not Prelim","2019",15993100,15084300,908800,5.7
"06","01","000000","California","1998","03","04","Adj","Not Prelim","2019",16076300,15117400,958900,6.0
"06","01","000000","California","1998","03","05","Not adj","Not Prelim","2019",16053500,15174100,879400,5.5
"06","01","000000","California","1998","03","05","Adj","Not Prelim","2019",16104700,15145600,959100,6.0
"06","01","000000","California","1998","03","06","Not adj","Not Prelim","2019",16146300,15189700,956600,5.9
"06","01","000000","California","1998","03","06","Adj","Not Prelim","2019",16135400,15173400,962000,6.0
"06","01","000000","California","1998","03","07","Not adj","Not Prelim","2019",16267000,15250800,1016200,6.2
"06","01","000000","California","1998","03","07","Adj","Not Prelim","2019",16166300,15199900,966400,6.0
"06","01","000000","California","1998","03","08","Not adj","Not Prelim","2019",16232300,15275000,957300,5.9
"06","01","000000","California","1998","03","08","Adj","Not Prelim","2019",16196100,15227100,969000,6.0
"06","01","000000","California","1998","03","09","Not adj","Not Prelim","2019",16231800,15282600,949200,5.8
"06","01","000000","California","1998","03","09","Adj","Not Prelim","2019",16224300,15256000,968300,6.0
"06","01","000000","California","1998","03","10","Not adj","Not Prelim","2019",16261800,15324100,937700,5.8
"06","01","000000","California","1998","03","10","Adj","Not Prelim","2019",16248300,15286700,961500,5.9
"06","01","000000","California","1998","03","11","Not adj","Not Prelim","2019",16261700,15335500,926100,5.7
"06","01","000000","California","1998","03","11","Adj","Not Prelim","2019",16265700,15317000,948700,5.8
"06","01","000000","California","1998","03","12","Not adj","Not Prelim","2019",16270700,15394200,876500,5.4
"06","01","000000","California","1998","03","12","Adj","Not Prelim","2019",16277500,15344400,933000,5.7
"06","01","000000","California","1999","01","00","Not adj","Not Prelim","2019",16416600,15555300,861300,5.2
"06","01","000000","California","1999","03","01","Not adj","Not Prelim","2019",16259300,15266300,993100,6.1
"06","01","000000","California","1999","03","01","Adj","Not Prelim","2019",16285400,15369900,915500,5.6
"06","01","000000","California","1999","03","02","Not adj","Not Prelim","2019",16298600,15330400,968200,5.9
"06","01","000000","California","1999","03","02","Adj","Not Prelim","2019",16294600,15395800,898700,5.5
"06","01","000000","California","1999","03","03","Not adj","Not Prelim","2019",16303800,15376700,927000,5.7
"06","01","000000","California","1999","03","03","Adj","Not Prelim","2019",16309500,15424900,884600,5.4
"06","01","000000","California","1999","03","04","Not adj","Not Prelim","2019",16270600,15405400,865200,5.3
"06","01","000000","California","1999","03","04","Adj","Not Prelim","2019",16330700,15457600,873100,5.3
"06","01","000000","California","1999","03","05","Not adj","Not Prelim","2019",16293800,15520700,773100,4.7
"06","01","000000","California","1999","03","05","Adj","Not Prelim","2019",16356900,15492900,864000,5.3
"06","01","000000","California","1999","03","06","Not adj","Not Prelim","2019",16410100,15561800,848200,5.2
"06","01","000000","California","1999","03","06","Adj","Not Prelim","2019",16387100,15530500,856500,5.2
"06","01","000000","California","1999","03","07","Not adj","Not Prelim","2019",16523300,15610800,912600,5.5
"06","01","000000","California","1999","03","07","Adj","Not Prelim","2019",16419100,15568200,850900,5.2
"06","01","000000","California","1999","03","08","Not adj","Not Prelim","2019",16482400,15653600,828800,5.0
"06","01","000000","California","1999","03","08","Adj","Not Prelim","2019",16451400,15605500,845900,5.1
"06","01","000000","California","1999","03","09","Not adj","Not Prelim","2019",16453900,15636700,817200,5.0
"06","01","000000","California","1999","03","09","Adj","Not Prelim","2019",16485600,15644800,840800,5.1
"06","01","000000","California","1999","03","10","Not adj","Not Prelim","2019",16531800,15728900,802900,4.9
"06","01","000000","California","1999","03","10","Adj","Not Prelim","2019",16524700,15688000,836800,5.1
"06","01","000000","California","1999","03","11","Not adj","Not Prelim","2019",16563100,15748100,815100,4.9
"06","01","000000","California","1999","03","11","Adj","Not Prelim","2019",16571600,15737700,833800,5.0
"06","01","000000","California","1999","03","12","Not adj","Not Prelim","2019",16608500,15824100,784400,4.7
"06","01","000000","California","1999","03","12","Adj","Not Prelim","2019",16624500,15791900,832500,5.0
"06","01","000000","California","2000","01","00","Not adj","Not Prelim","2019",16867800,16033200,834600,4.9
"06","01","000000","California","2000","03","01","Not adj","Not Prelim","2019",16657000,15753400,903500,5.4
"06","01","000000","California","2000","03","01","Adj","Not Prelim","2019",16680200,15845600,834600,5.0
"06","01","000000","California","2000","03","02","Not adj","Not Prelim","2019",16758800,15857900,900900,5.4
"06","01","000000","California","2000","03","02","Adj","Not Prelim","2019",16732800,15893800,839000,5.0
"06","01","000000","California","2000","03","03","Not adj","Not Prelim","2019",16806100,15894600,911500,5.4
"06","01","000000","California","2000","03","03","Adj","Not Prelim","2019",16778300,15933400,845000,5.0
"06","01","000000","California","2000","03","04","Not adj","Not Prelim","2019",16782300,15977100,805200,4.8
"06","01","000000","California","2000","03","04","Adj","Not Prelim","2019",16815900,15964400,851500,5.1
"06","01","000000","California","2000","03","05","Not adj","Not Prelim","2019",16769800,15969400,800400,4.8
"06","01","000000","California","2000","03","05","Adj","Not Prelim","2019",16844900,15989700,855300,5.1
"06","01","000000","California","2000","03","06","Not adj","Not Prelim","2019",16891200,16043500,847700,5.0
"06","01","000000","California","2000","03","06","Adj","Not Prelim","2019",16866300,16011800,854500,5.1
"06","01","000000","California","2000","03","07","Not adj","Not Prelim","2019",16933200,16039200,894000,5.3
"06","01","000000","California","2000","03","07","Adj","Not Prelim","2019",16883600,16035200,848400,5.0
"06","01","000000","California","2000","03","08","Not adj","Not Prelim","2019",16954900,16100300,854600,5.0
"06","01","000000","California","2000","03","08","Adj","Not Prelim","2019",16903100,16064800,838300,5.0
"06","01","000000","California","2000","03","09","Not adj","Not Prelim","2019",16888400,16107500,780900,4.6
"06","01","000000","California","2000","03","09","Adj","Not Prelim","2019",16928000,16101900,826100,4.9
"06","01","000000","California","2000","03","10","Not adj","Not Prelim","2019",16950500,16184300,766200,4.5
"06","01","000000","California","2000","03","10","Adj","Not Prelim","2019",16959900,16145400,814500,4.8
"06","01","000000","California","2000","03","11","Not adj","Not Prelim","2019",16984100,16184300,799800,4.7
"06","01","000000","California","2000","03","11","Adj","Not Prelim","2019",16997800,16190200,807600,4.8
"06","01","000000","California","2000","03","12","Not adj","Not Prelim","2019",17037400,16286500,750900,4.4
"06","01","000000","California","2000","03","12","Adj","Not Prelim","2019",17036800,16229200,807600,4.7
"06","01","000000","California","2001","01","00","Not adj","Not Prelim","2019",17128400,16197700,930800,5.4
"06","01","000000","California","2001","03","01","Not adj","Not Prelim","2019",17079500,16179800,899600,5.3
"06","01","000000","California","2001","03","01","Adj","Not Prelim","2019",17070100,16256400,813700,4.8
"06","01","000000","California","2001","03","02","Not adj","Not Prelim","2019",17100800,16234700,866100,5.1
"06","01","000000","California","2001","03","02","Adj","Not Prelim","2019",17093200,16268800,824400,4.8
"06","01","000000","California","2001","03","03","Not adj","Not Prelim","2019",17163300,16255600,907700,5.3
"06","01","000000","California","2001","03","03","Adj","Not Prelim","2019",17104100,16266500,837600,4.9
"06","01","000000","California","2001","03","04","Not adj","Not Prelim","2019",17058900,16215800,843100,4.9
"06","01","000000","California","2001","03","04","Adj","Not Prelim","2019",17103900,16251500,852400,5.0
"06","01","000000","California","2001","03","05","Not adj","Not Prelim","2019",17013700,16230900,782900,4.6
"06","01","000000","California","2001","03","05","Adj","Not Prelim","2019",17100700,16230400,870300,5.1
"06","01","000000","California","2001","03","06","Not adj","Not Prelim","2019",17103200,16208100,895200,5.2
"06","01","000000","California","2001","03","06","Adj","Not Prelim","2019",17101400,16208500,893000,5.2
"06","01","000000","California","2001","03","07","Not adj","Not Prelim","2019",17176900,16230000,947000,5.5
"06","01","000000","California","2001","03","07","Adj","Not Prelim","2019",17110700,16189300,921400,5.4
"06","01","000000","California","2001","03","08","Not adj","Not Prelim","2019",17121600,16152200,969400,5.7
"06","01","000000","California","2001","03","08","Adj","Not Prelim","2019",17126400,16170300,956100,5.6
"06","01","000000","California","2001","03","09","Not adj","Not Prelim","2019",17132100,16198100,934000,5.5
"06","01","000000","California","2001","03","09","Adj","Not Prelim","2019",17145100,16150400,994700,5.8
"06","01","000000","California","2001","03","10","Not adj","Not Prelim","2019",17202700,16199000,1003800,5.8
"06","01","000000","California","2001","03","10","Adj","Not Prelim","2019",17164400,16131500,1032900,6.0
